year;dow;date;days;dateEnd;woj;newc;newd
2021;11;2021-03-15;7;2021-03-21;świętokrzyskie;3654;83
2021;12;2021-03-22;7;2021-03-28;Polska;191601;2578
2021;12;2021-03-22;7;2021-03-28;dolnośląskie;15322;169
2021;12;2021-03-22;7;2021-03-28;kujawsko-pomorskie;10074;191
2021;12;2021-03-22;7;2021-03-28;lubelskie;5823;160
2021;12;2021-03-22;7;2021-03-28;lubuskie;4958;87
2021;12;2021-03-22;7;2021-03-28;mazowieckie;30537;321
2021;12;2021-03-22;7;2021-03-28;małopolskie;15900;164
2021;12;2021-03-22;7;2021-03-28;opolskie;3697;61
2021;12;2021-03-22;7;2021-03-28;podkarpackie;8868;198
2021;12;2021-03-22;7;2021-03-28;podlaskie;3232;75
2021;12;2021-03-22;7;2021-03-28;pomorskie;12516;176
2021;12;2021-03-22;7;2021-03-28;warmińsko-mazurskie;6153;103
2021;12;2021-03-22;7;2021-03-28;wielkopolskie;20236;191
2021;12;2021-03-22;7;2021-03-28;zachodniopomorskie;6201;76
2021;12;2021-03-22;7;2021-03-28;łódzkie;11163;145
2021;12;2021-03-22;7;2021-03-28;śląskie;28703;333
2021;12;2021-03-22;7;2021-03-28;świętokrzyskie;5176;128
2021;13;2021-03-29;7;2021-04-04;Polska;187526;3055
2021;13;2021-03-29;7;2021-04-04;dolnośląskie;18221;210
2021;13;2021-03-29;7;2021-04-04;kujawsko-pomorskie;9096;239
2021;13;2021-03-29;7;2021-04-04;lubelskie;6566;149
2021;13;2021-03-29;7;2021-04-04;lubuskie;4647;67
2021;13;2021-03-29;7;2021-04-04;mazowieckie;28168;404
2021;13;2021-03-29;7;2021-04-04;małopolskie;15629;247
2021;13;2021-03-29;7;2021-04-04;opolskie;4190;83
2021;13;2021-03-29;7;2021-04-04;podkarpackie;7705;220
2021;13;2021-03-29;7;2021-04-04;podlaskie;2951;69
2021;13;2021-03-29;7;2021-04-04;pomorskie;9928;172
2021;13;2021-03-29;7;2021-04-04;warmińsko-mazurskie;4784;126
2021;13;2021-03-29;7;2021-04-04;wielkopolskie;20006;283
2021;13;2021-03-29;7;2021-04-04;zachodniopomorskie;6581;87
2021;13;2021-03-29;7;2021-04-04;łódzkie;10977;217
2021;13;2021-03-29;7;2021-04-04;śląskie;30653;391
2021;13;2021-03-29;7;2021-04-04;świętokrzyskie;5074;91
2021;14;2021-04-05;7;2021-04-11;Polska;135990;3478
2021;14;2021-04-05;7;2021-04-11;dolnośląskie;12463;226
2021;14;2021-04-05;7;2021-04-11;kujawsko-pomorskie;6852;230
2021;14;2021-04-05;7;2021-04-11;lubelskie;5370;208
2021;14;2021-04-05;7;2021-04-11;lubuskie;3088;84
2021;14;2021-04-05;7;2021-04-11;mazowieckie;18830;444
2021;14;2021-04-05;7;2021-04-11;małopolskie;11843;328
2021;14;2021-04-05;7;2021-04-11;opolskie;3355;97
2021;14;2021-04-05;7;2021-04-11;podkarpackie;5286;220
2021;14;2021-04-05;7;2021-04-11;podlaskie;2441;80
2021;14;2021-04-05;7;2021-04-11;pomorskie;7118;178
2021;14;2021-04-05;7;2021-04-11;warmińsko-mazurskie;3254;104
2021;14;2021-04-05;7;2021-04-11;wielkopolskie;14611;337
2021;14;2021-04-05;7;2021-04-11;zachodniopomorskie;4779;77
2021;14;2021-04-05;7;2021-04-11;łódzkie;9821;214
2021;14;2021-04-05;7;2021-04-11;śląskie;21573;505
2021;14;2021-04-05;7;2021-04-11;świętokrzyskie;3699;146
2021;15;2021-04-12;7;2021-04-18;Polska;113416;3608
2021;15;2021-04-12;7;2021-04-18;dolnośląskie;10768;221
2021;15;2021-04-12;7;2021-04-18;kujawsko-pomorskie;5651;248
2021;15;2021-04-12;7;2021-04-18;lubelskie;5045;165
2021;15;2021-04-12;7;2021-04-18;lubuskie;2607;112
2021;15;2021-04-12;7;2021-04-18;mazowieckie;15214;463
2021;15;2021-04-12;7;2021-04-18;małopolskie;9630;357
2021;15;2021-04-12;7;2021-04-18;opolskie;2862;78
2021;15;2021-04-12;7;2021-04-18;podkarpackie;4379;253
2021;15;2021-04-12;7;2021-04-18;podlaskie;2252;78
2021;15;2021-04-12;7;2021-04-18;pomorskie;5793;200
2021;15;2021-04-12;7;2021-04-18;warmińsko-mazurskie;2941;80
2021;15;2021-04-12;7;2021-04-18;wielkopolskie;11820;355
2021;15;2021-04-12;7;2021-04-18;zachodniopomorskie;4414;111
2021;15;2021-04-12;7;2021-04-18;łódzkie;8074;229
2021;15;2021-04-12;7;2021-04-18;śląskie;17373;502
2021;15;2021-04-12;7;2021-04-18;świętokrzyskie;3341;156
2021;16;2021-04-19;4;2021-04-23;Polska;54075;2675
2021;16;2021-04-19;4;2021-04-23;dolnośląskie;5379;189
2021;16;2021-04-19;4;2021-04-23;kujawsko-pomorskie;2714;150
2021;16;2021-04-19;4;2021-04-23;lubelskie;2387;118
2021;16;2021-04-19;4;2021-04-23;lubuskie;1255;92
2021;16;2021-04-19;4;2021-04-23;mazowieckie;6705;304
2021;16;2021-04-19;4;2021-04-23;małopolskie;4574;193
2021;16;2021-04-19;4;2021-04-23;opolskie;1413;62
2021;16;2021-04-19;4;2021-04-23;podkarpackie;1731;178
2021;16;2021-04-19;4;2021-04-23;podlaskie;924;60
2021;16;2021-04-19;4;2021-04-23;pomorskie;2540;136
2021;16;2021-04-19;4;2021-04-23;warmińsko-mazurskie;1294;57
2021;16;2021-04-19;4;2021-04-23;wielkopolskie;5536;295
2021;16;2021-04-19;4;2021-04-23;zachodniopomorskie;2635;87
2021;16;2021-04-19;4;2021-04-23;łódzkie;3824;208
2021;16;2021-04-19;4;2021-04-23;śląskie;8910;476
2021;16;2021-04-19;4;2021-04-23;świętokrzyskie;1661;70
