year;dow;date;days;dateEnd;woj;newc;newd
2020;39;2020-09-28;7;2020-10-04;lubuskie;294;3
2020;39;2020-09-28;7;2020-10-04;mazowieckie;1417;13
2020;39;2020-09-28;7;2020-10-04;małopolskie;1548;15
2020;39;2020-09-28;7;2020-10-04;opolskie;281;2
2020;39;2020-09-28;7;2020-10-04;podkarpackie;889;15
2020;39;2020-09-28;7;2020-10-04;podlaskie;525;5
2020;39;2020-09-28;7;2020-10-04;pomorskie;1346;25
2020;39;2020-09-28;7;2020-10-04;warmińsko-mazurskie;450;9
2020;39;2020-09-28;7;2020-10-04;wielkopolskie;1182;42
2020;39;2020-09-28;7;2020-10-04;zachodniopomorskie;448;5
2020;39;2020-09-28;7;2020-10-04;łódzkie;772;8
2020;39;2020-09-28;7;2020-10-04;śląskie;1003;24
2020;39;2020-09-28;7;2020-10-04;świętokrzyskie;409;5
2020;40;2020-10-05;7;2020-10-11;Polska;25742;374
2020;40;2020-10-05;7;2020-10-11;dolnośląskie;1347;13
2020;40;2020-10-05;7;2020-10-11;kujawsko-pomorskie;1771;23
2020;40;2020-10-05;7;2020-10-11;lubelskie;1360;25
2020;40;2020-10-05;7;2020-10-11;lubuskie;392;0
2020;40;2020-10-05;7;2020-10-11;mazowieckie;3549;36
2020;40;2020-10-05;7;2020-10-11;małopolskie;3430;36
2020;40;2020-10-05;7;2020-10-11;opolskie;621;20
2020;40;2020-10-05;7;2020-10-11;podkarpackie;1706;36
2020;40;2020-10-05;7;2020-10-11;podlaskie;724;15
2020;40;2020-10-05;7;2020-10-11;pomorskie;1988;32
2020;40;2020-10-05;7;2020-10-11;warmińsko-mazurskie;605;14
2020;40;2020-10-05;7;2020-10-11;wielkopolskie;2209;49
2020;40;2020-10-05;7;2020-10-11;zachodniopomorskie;851;3
2020;40;2020-10-05;7;2020-10-11;łódzkie;1871;21
2020;40;2020-10-05;7;2020-10-11;śląskie;2260;37
2020;40;2020-10-05;7;2020-10-11;świętokrzyskie;1058;14
2020;41;2020-10-12;7;2020-10-18;Polska;49950;569
2020;41;2020-10-12;7;2020-10-18;dolnośląskie;2572;22
2020;41;2020-10-12;7;2020-10-18;kujawsko-pomorskie;2736;19
2020;41;2020-10-12;7;2020-10-18;lubelskie;2406;44
2020;41;2020-10-12;7;2020-10-18;lubuskie;973;10
2020;41;2020-10-12;7;2020-10-18;mazowieckie;7225;51
2020;41;2020-10-12;7;2020-10-18;małopolskie;7321;85
2020;41;2020-10-12;7;2020-10-18;opolskie;1725;14
2020;41;2020-10-12;7;2020-10-18;podkarpackie;3452;65
2020;41;2020-10-12;7;2020-10-18;podlaskie;1115;19
2020;41;2020-10-12;7;2020-10-18;pomorskie;2941;49
2020;41;2020-10-12;7;2020-10-18;warmińsko-mazurskie;1154;14
2020;41;2020-10-12;7;2020-10-18;wielkopolskie;4581;57
2020;41;2020-10-12;7;2020-10-18;zachodniopomorskie;1587;8
2020;41;2020-10-12;7;2020-10-18;łódzkie;3842;20
2020;41;2020-10-12;7;2020-10-18;śląskie;4553;63
2020;41;2020-10-12;7;2020-10-18;świętokrzyskie;1767;29
2020;42;2020-10-19;7;2020-10-25;Polska;77922;865
2020;42;2020-10-19;7;2020-10-25;dolnośląskie;3942;53
2020;42;2020-10-19;7;2020-10-25;kujawsko-pomorskie;5729;35
2020;42;2020-10-19;7;2020-10-25;lubelskie;3972;54
2020;42;2020-10-19;7;2020-10-25;lubuskie;2041;13
2020;42;2020-10-19;7;2020-10-25;mazowieckie;10823;70
2020;42;2020-10-19;7;2020-10-25;małopolskie;9488;120
2020;42;2020-10-19;7;2020-10-25;opolskie;2761;47
2020;42;2020-10-19;7;2020-10-25;podkarpackie;5438;84
2020;42;2020-10-19;7;2020-10-25;podlaskie;1730;18
2020;42;2020-10-19;7;2020-10-25;pomorskie;4239;48
2020;42;2020-10-19;7;2020-10-25;warmińsko-mazurskie;2063;26
2020;42;2020-10-19;7;2020-10-25;wielkopolskie;7253;86
2020;42;2020-10-19;7;2020-10-25;zachodniopomorskie;2842;19
2020;42;2020-10-19;7;2020-10-25;łódzkie;5461;45
2020;42;2020-10-19;7;2020-10-25;śląskie;7457;111
2020;42;2020-10-19;7;2020-10-25;świętokrzyskie;2683;36
2020;43;2020-10-26;7;2020-11-01;Polska;126214;1345
2020;43;2020-10-26;7;2020-11-01;dolnośląskie;6128;82
2020;43;2020-10-26;7;2020-11-01;kujawsko-pomorskie;9791;33
2020;43;2020-10-26;7;2020-11-01;lubelskie;8332;88
2020;43;2020-10-26;7;2020-11-01;lubuskie;2680;28
2020;43;2020-10-26;7;2020-11-01;mazowieckie;19016;151
2020;43;2020-10-26;7;2020-11-01;małopolskie;12221;204
2020;43;2020-10-26;7;2020-11-01;opolskie;3079;51
2020;43;2020-10-26;7;2020-11-01;podkarpackie;7735;122
2020;43;2020-10-26;7;2020-11-01;podlaskie;3394;31
2020;43;2020-10-26;7;2020-11-01;pomorskie;6450;79
2020;43;2020-10-26;7;2020-11-01;warmińsko-mazurskie;3508;30
2020;43;2020-10-26;7;2020-11-01;wielkopolskie;13807;123
2020;43;2020-10-26;7;2020-11-01;zachodniopomorskie;4104;32
2020;43;2020-10-26;7;2020-11-01;łódzkie;10694;58
2020;43;2020-10-26;7;2020-11-01;śląskie;11690;163
2020;43;2020-10-26;7;2020-11-01;świętokrzyskie;3585;70
2020;44;2020-11-02;7;2020-11-08;Polska;166523;2089
2020;44;2020-11-02;7;2020-11-08;dolnośląskie;13832;160
2020;44;2020-11-02;7;2020-11-08;kujawsko-pomorskie;10222;40
2020;44;2020-11-02;7;2020-11-08;lubelskie;9745;164
2020;44;2020-11-02;7;2020-11-08;lubuskie;3070;78
2020;44;2020-11-02;7;2020-11-08;mazowieckie;18954;266
2020;44;2020-11-02;7;2020-11-08;małopolskie;16510;275
2020;44;2020-11-02;7;2020-11-08;opolskie;4520;77
2020;44;2020-11-02;7;2020-11-08;podkarpackie;10286;149
2020;44;2020-11-02;7;2020-11-08;podlaskie;4634;58
2020;44;2020-11-02;7;2020-11-08;pomorskie;9234;103
2020;44;2020-11-02;7;2020-11-08;warmińsko-mazurskie;4627;72
2020;44;2020-11-02;7;2020-11-08;wielkopolskie;17569;148
2020;44;2020-11-02;7;2020-11-08;zachodniopomorskie;5337;80
2020;44;2020-11-02;7;2020-11-08;łódzkie;10487;88
2020;44;2020-11-02;7;2020-11-08;śląskie;22261;230
2020;44;2020-11-02;7;2020-11-08;świętokrzyskie;5235;101
2020;45;2020-11-09;7;2020-11-15;Polska;166547;2476
2020;45;2020-11-09;7;2020-11-15;dolnośląskie;16401;193
2020;45;2020-11-09;7;2020-11-15;kujawsko-pomorskie;7958;158
2020;45;2020-11-09;7;2020-11-15;lubelskie;7803;171
2020;45;2020-11-09;7;2020-11-15;lubuskie;4443;45
2020;45;2020-11-09;7;2020-11-15;mazowieckie;12805;327
2020;45;2020-11-09;7;2020-11-15;małopolskie;16758;303
2020;45;2020-11-09;7;2020-11-15;opolskie;5312;126
2020;45;2020-11-09;7;2020-11-15;podkarpackie;8276;154
2020;45;2020-11-09;7;2020-11-15;podlaskie;4638;91
2020;45;2020-11-09;7;2020-11-15;pomorskie;8468;120
2020;45;2020-11-09;7;2020-11-15;warmińsko-mazurskie;5432;57
2020;45;2020-11-09;7;2020-11-15;wielkopolskie;18893;223
2020;45;2020-11-09;7;2020-11-15;zachodniopomorskie;6586;40
2020;45;2020-11-09;7;2020-11-15;łódzkie;10074;82
2020;45;2020-11-09;7;2020-11-15;śląskie;27496;312
2020;45;2020-11-09;7;2020-11-15;świętokrzyskie;5204;74
2020;46;2020-11-16;7;2020-11-22;Polska;148359;3270
2020;46;2020-11-16;7;2020-11-22;dolnośląskie;12524;224
2020;46;2020-11-16;7;2020-11-22;kujawsko-pomorskie;7116;128
2020;46;2020-11-16;7;2020-11-22;lubelskie;7367;225
2020;46;2020-11-16;7;2020-11-22;lubuskie;3878;85
2020;46;2020-11-16;7;2020-11-22;mazowieckie;19461;358
2020;46;2020-11-16;7;2020-11-22;małopolskie;11953;401
2020;46;2020-11-16;7;2020-11-22;opolskie;4890;105
2020;46;2020-11-16;7;2020-11-22;podkarpackie;5681;277
2020;46;2020-11-16;7;2020-11-22;podlaskie;4510;107
2020;46;2020-11-16;7;2020-11-22;pomorskie;9579;160
2020;46;2020-11-16;7;2020-11-22;warmińsko-mazurskie;6452;112
2020;46;2020-11-16;7;2020-11-22;wielkopolskie;14055;301
2020;46;2020-11-16;7;2020-11-22;zachodniopomorskie;7969;140
2020;46;2020-11-16;7;2020-11-22;łódzkie;8792;141
2020;46;2020-11-16;7;2020-11-22;śląskie;18895;397
2020;46;2020-11-16;7;2020-11-22;świętokrzyskie;5237;109
2020;47;2020-11-23;7;2020-11-29;Polska;123689;3486
2020;47;2020-11-23;7;2020-11-29;dolnośląskie;9116;257
2020;47;2020-11-23;7;2020-11-29;kujawsko-pomorskie;8045;156
2020;47;2020-11-23;7;2020-11-29;lubelskie;6138;220
2020;47;2020-11-23;7;2020-11-29;lubuskie;3662;76
2020;47;2020-11-23;7;2020-11-29;mazowieckie;14076;458
2020;47;2020-11-23;7;2020-11-29;małopolskie;8704;361
2020;47;2020-11-23;7;2020-11-29;opolskie;4507;149
2020;47;2020-11-23;7;2020-11-29;podkarpackie;4604;228
2020;47;2020-11-23;7;2020-11-29;podlaskie;3740;108
2020;47;2020-11-23;7;2020-11-29;pomorskie;9045;175
2020;47;2020-11-23;7;2020-11-29;warmińsko-mazurskie;7284;160
2020;47;2020-11-23;7;2020-11-29;wielkopolskie;12465;276
2020;47;2020-11-23;7;2020-11-29;zachodniopomorskie;7808;131
2020;47;2020-11-23;7;2020-11-29;łódzkie;8105;302
2020;47;2020-11-23;7;2020-11-29;śląskie;13185;332
2020;47;2020-11-23;7;2020-11-29;świętokrzyskie;3206;97
2020;48;2020-11-30;7;2020-12-06;Polska;78376;3060
2020;48;2020-11-30;7;2020-12-06;dolnośląskie;5104;229
2020;48;2020-11-30;7;2020-12-06;kujawsko-pomorskie;7035;140
2020;48;2020-11-30;7;2020-12-06;lubelskie;4202;239
2020;48;2020-11-30;7;2020-12-06;lubuskie;2352;55
2020;48;2020-11-30;7;2020-12-06;mazowieckie;9270;330
2020;48;2020-11-30;7;2020-12-06;małopolskie;3784;249
2020;48;2020-11-30;7;2020-12-06;opolskie;2415;131
2020;48;2020-11-30;7;2020-12-06;podkarpackie;2256;161
2020;48;2020-11-30;7;2020-12-06;podlaskie;1977;97
2020;48;2020-11-30;7;2020-12-06;pomorskie;5859;215
2020;48;2020-11-30;7;2020-12-06;warmińsko-mazurskie;5151;181
2020;48;2020-11-30;7;2020-12-06;wielkopolskie;8379;274
2020;48;2020-11-30;7;2020-12-06;zachodniopomorskie;5432;123
2020;48;2020-11-30;7;2020-12-06;łódzkie;5296;202
2020;48;2020-11-30;7;2020-12-06;śląskie;8122;333
2020;48;2020-11-30;7;2020-12-06;świętokrzyskie;1745;101
2020;49;2020-12-07;7;2020-12-13;Polska;72236;2775
2020;49;2020-12-07;7;2020-12-13;dolnośląskie;4695;197
2020;49;2020-12-07;7;2020-12-13;kujawsko-pomorskie;6455;205
2020;49;2020-12-07;7;2020-12-13;lubelskie;3741;146
2020;49;2020-12-07;7;2020-12-13;lubuskie;2297;78
2020;49;2020-12-07;7;2020-12-13;mazowieckie;9391;302
2020;49;2020-12-07;7;2020-12-13;małopolskie;3572;185
2020;49;2020-12-07;7;2020-12-13;opolskie;1855;73
2020;49;2020-12-07;7;2020-12-13;podkarpackie;2027;154
2020;49;2020-12-07;7;2020-12-13;podlaskie;1989;85
2020;49;2020-12-07;7;2020-12-13;pomorskie;5633;139
2020;49;2020-12-07;7;2020-12-13;warmińsko-mazurskie;4925;155
2020;49;2020-12-07;7;2020-12-13;wielkopolskie;7542;278
2020;49;2020-12-07;7;2020-12-13;zachodniopomorskie;5638;123
2020;49;2020-12-07;7;2020-12-13;łódzkie;4640;251
2020;49;2020-12-07;7;2020-12-13;śląskie;6646;332
2020;49;2020-12-07;7;2020-12-13;świętokrzyskie;1190;72
2020;50;2020-12-14;7;2020-12-20;Polska;67084;2533
2020;50;2020-12-14;7;2020-12-20;dolnośląskie;3926;161
2020;50;2020-12-14;7;2020-12-20;kujawsko-pomorskie;6668;199
2020;50;2020-12-14;7;2020-12-20;lubelskie;3497;154
2020;50;2020-12-14;7;2020-12-20;lubuskie;2192;121
2020;50;2020-12-14;7;2020-12-20;mazowieckie;8318;272
2020;50;2020-12-14;7;2020-12-20;małopolskie;2403;128
2020;50;2020-12-14;7;2020-12-20;opolskie;1474;81
2020;50;2020-12-14;7;2020-12-20;podkarpackie;1806;109
2020;50;2020-12-14;7;2020-12-20;podlaskie;1661;74
2020;50;2020-12-14;7;2020-12-20;pomorskie;5681;139
2020;50;2020-12-14;7;2020-12-20;warmińsko-mazurskie;4826;138
2020;50;2020-12-14;7;2020-12-20;wielkopolskie;7582;349
2020;50;2020-12-14;7;2020-12-20;zachodniopomorskie;5881;110
2020;50;2020-12-14;7;2020-12-20;łódzkie;4281;196
2020;50;2020-12-14;7;2020-12-20;śląskie;5694;241
2020;50;2020-12-14;7;2020-12-20;świętokrzyskie;1189;61
2020;51;2020-12-21;7;2020-12-27;Polska;55104;1721
2020;51;2020-12-21;7;2020-12-27;dolnośląskie;2865;97
2020;51;2020-12-21;7;2020-12-27;kujawsko-pomorskie;5473;176
2020;51;2020-12-21;7;2020-12-27;lubelskie;2736;129
2020;51;2020-12-21;7;2020-12-27;lubuskie;1645;18
2020;51;2020-12-21;7;2020-12-27;mazowieckie;7490;189
2020;51;2020-12-21;7;2020-12-27;małopolskie;1883;86
2020;51;2020-12-21;7;2020-12-27;opolskie;1250;52
2020;51;2020-12-21;7;2020-12-27;podkarpackie;1311;77
2020;51;2020-12-21;7;2020-12-27;podlaskie;1411;30
2020;51;2020-12-21;7;2020-12-27;pomorskie;5159;76
2020;51;2020-12-21;7;2020-12-27;warmińsko-mazurskie;3775;88
2020;51;2020-12-21;7;2020-12-27;wielkopolskie;5976;282
2020;51;2020-12-21;7;2020-12-27;zachodniopomorskie;4896;107
2020;51;2020-12-21;7;2020-12-27;łódzkie;3837;112
2020;51;2020-12-21;7;2020-12-27;śląskie;4606;134
2020;51;2020-12-21;7;2020-12-27;świętokrzyskie;789;68
2020;52;2020-12-28;3;2021-01-03;Polska;61169;1996
2020;52;2020-12-28;3;2021-01-03;dolnośląskie;3309;130
2020;52;2020-12-28;3;2021-01-03;kujawsko-pomorskie;5906;180
2020;52;2020-12-28;3;2021-01-03;lubelskie;2734;127
2020;52;2020-12-28;3;2021-01-03;lubuskie;1766;47
2020;52;2020-12-28;3;2021-01-03;mazowieckie;8318;247
2020;52;2020-12-28;3;2021-01-03;małopolskie;2299;92
2020;52;2020-12-28;3;2021-01-03;opolskie;1213;71
2020;52;2020-12-28;3;2021-01-03;podkarpackie;1354;88
2020;52;2020-12-28;3;2021-01-03;podlaskie;1749;72
2020;52;2020-12-28;3;2021-01-03;pomorskie;5950;140
2020;52;2020-12-28;3;2021-01-03;warmińsko-mazurskie;4584;118
2020;52;2020-12-28;3;2021-01-03;wielkopolskie;6834;247
2020;52;2020-12-28;3;2021-01-03;zachodniopomorskie;5028;97
2020;52;2020-12-28;3;2021-01-03;łódzkie;4078;104
2020;52;2020-12-28;3;2021-01-03;śląskie;5122;196
2020;52;2020-12-28;3;2021-01-03;świętokrzyskie;927;40
2021;01;2021-01-04;7;2021-01-10;Polska;67009;2069
2021;01;2021-01-04;7;2021-01-10;dolnośląskie;3337;112
2021;01;2021-01-04;7;2021-01-10;kujawsko-pomorskie;6792;205
2021;01;2021-01-04;7;2021-01-10;lubelskie;2948;153
2021;01;2021-01-04;7;2021-01-10;lubuskie;1764;53
2021;01;2021-01-04;7;2021-01-10;mazowieckie;8801;204
2021;01;2021-01-04;7;2021-01-10;małopolskie;2599;73
2021;01;2021-01-04;7;2021-01-10;opolskie;1227;49
2021;01;2021-01-04;7;2021-01-10;podkarpackie;2669;77
2021;01;2021-01-04;7;2021-01-10;podlaskie;1894;62
2021;01;2021-01-04;7;2021-01-10;pomorskie;6447;161
2021;01;2021-01-04;7;2021-01-10;warmińsko-mazurskie;4567;116
2021;01;2021-01-04;7;2021-01-10;wielkopolskie;7424;214
2021;01;2021-01-04;7;2021-01-10;zachodniopomorskie;5726;124
2021;01;2021-01-04;7;2021-01-10;łódzkie;4389;261
2021;01;2021-01-04;7;2021-01-10;śląskie;5462;169
2021;01;2021-01-04;7;2021-01-10;świętokrzyskie;963;36
2021;02;2021-01-11;7;2021-01-17;Polska;49942;2160
2021;02;2021-01-11;7;2021-01-17;dolnośląskie;2693;104
2021;02;2021-01-11;7;2021-01-17;kujawsko-pomorskie;4939;192
2021;02;2021-01-11;7;2021-01-17;lubelskie;2457;150
2021;02;2021-01-11;7;2021-01-17;lubuskie;1484;86
2021;02;2021-01-11;7;2021-01-17;mazowieckie;6557;238
2021;02;2021-01-11;7;2021-01-17;małopolskie;2071;111
2021;02;2021-01-11;7;2021-01-17;opolskie;1209;25
2021;02;2021-01-11;7;2021-01-17;podkarpackie;1366;101
2021;02;2021-01-11;7;2021-01-17;podlaskie;1478;47
2021;02;2021-01-11;7;2021-01-17;pomorskie;4884;137
2021;02;2021-01-11;7;2021-01-17;warmińsko-mazurskie;3328;125
2021;02;2021-01-11;7;2021-01-17;wielkopolskie;5402;279
2021;02;2021-01-11;7;2021-01-17;zachodniopomorskie;4247;161
2021;02;2021-01-11;7;2021-01-17;łódzkie;2944;184
2021;02;2021-01-11;7;2021-01-17;śląskie;3994;181
2021;02;2021-01-11;7;2021-01-17;świętokrzyskie;891;39
2021;03;2021-01-18;7;2021-01-24;Polska;39822;2007
2021;03;2021-01-18;7;2021-01-24;dolnośląskie;2414;80
2021;03;2021-01-18;7;2021-01-24;kujawsko-pomorskie;3623;169
2021;03;2021-01-18;7;2021-01-24;lubelskie;1965;156
2021;03;2021-01-18;7;2021-01-24;lubuskie;1126;69
2021;03;2021-01-18;7;2021-01-24;mazowieckie;5433;264
2021;03;2021-01-18;7;2021-01-24;małopolskie;1889;89
2021;03;2021-01-18;7;2021-01-24;opolskie;819;33
2021;03;2021-01-18;7;2021-01-24;podkarpackie;1212;68
2021;03;2021-01-18;7;2021-01-24;podlaskie;1363;57
2021;03;2021-01-18;7;2021-01-24;pomorskie;3969;168
2021;03;2021-01-18;7;2021-01-24;warmińsko-mazurskie;2445;131
2021;03;2021-01-18;7;2021-01-24;wielkopolskie;3858;220
2021;03;2021-01-18;7;2021-01-24;zachodniopomorskie;2962;101
2021;03;2021-01-18;7;2021-01-24;łódzkie;2168;168
2021;03;2021-01-18;7;2021-01-24;śląskie;3205;167
2021;03;2021-01-18;7;2021-01-24;świętokrzyskie;722;67
2021;04;2021-01-25;7;2021-01-31;Polska;37682;1817
2021;04;2021-01-25;7;2021-01-31;dolnośląskie;2388;116
2021;04;2021-01-25;7;2021-01-31;kujawsko-pomorskie;3398;156
2021;04;2021-01-25;7;2021-01-31;lubelskie;1935;115
2021;04;2021-01-25;7;2021-01-31;lubuskie;1146;65
2021;04;2021-01-25;7;2021-01-31;mazowieckie;5608;284
2021;04;2021-01-25;7;2021-01-31;małopolskie;1642;82
2021;04;2021-01-25;7;2021-01-31;opolskie;750;25
2021;04;2021-01-25;7;2021-01-31;podkarpackie;1157;61
2021;04;2021-01-25;7;2021-01-31;podlaskie;1458;71
2021;04;2021-01-25;7;2021-01-31;pomorskie;3541;130
2021;04;2021-01-25;7;2021-01-31;warmińsko-mazurskie;2322;107
2021;04;2021-01-25;7;2021-01-31;wielkopolskie;3650;200
2021;04;2021-01-25;7;2021-01-31;zachodniopomorskie;2349;99
2021;04;2021-01-25;7;2021-01-31;łódzkie;2004;127
2021;04;2021-01-25;7;2021-01-31;śląskie;2918;145
2021;04;2021-01-25;7;2021-01-31;świętokrzyskie;594;34
2021;05;2021-02-01;7;2021-02-07;Polska;36934;1988
2021;05;2021-02-01;7;2021-02-07;dolnośląskie;2089;93
2021;05;2021-02-01;7;2021-02-07;kujawsko-pomorskie;3315;253
2021;05;2021-02-01;7;2021-02-07;lubelskie;1678;128
2021;05;2021-02-01;7;2021-02-07;lubuskie;1177;45
2021;05;2021-02-01;7;2021-02-07;mazowieckie;5785;392
2021;05;2021-02-01;7;2021-02-07;małopolskie;1812;74
2021;05;2021-02-01;7;2021-02-07;opolskie;635;26
2021;05;2021-02-01;7;2021-02-07;podkarpackie;1359;66
2021;05;2021-02-01;7;2021-02-07;podlaskie;1337;68
2021;05;2021-02-01;7;2021-02-07;pomorskie;3350;178
2021;05;2021-02-01;7;2021-02-07;warmińsko-mazurskie;2407;65
2021;05;2021-02-01;7;2021-02-07;wielkopolskie;3309;167
2021;05;2021-02-01;7;2021-02-07;zachodniopomorskie;2056;100
2021;05;2021-02-01;7;2021-02-07;łódzkie;1938;140
2021;05;2021-02-01;7;2021-02-07;śląskie;3178;131
2021;05;2021-02-01;7;2021-02-07;świętokrzyskie;769;62
2021;06;2021-02-08;7;2021-02-14;Polska;38697;1717
2021;06;2021-02-08;7;2021-02-14;dolnośląskie;2052;85
2021;06;2021-02-08;7;2021-02-14;kujawsko-pomorskie;3134;127
2021;06;2021-02-08;7;2021-02-14;lubelskie;1757;151
2021;06;2021-02-08;7;2021-02-14;lubuskie;1316;51
2021;06;2021-02-08;7;2021-02-14;mazowieckie;6302;271
2021;06;2021-02-08;7;2021-02-14;małopolskie;1797;88
2021;06;2021-02-08;7;2021-02-14;opolskie;628;50
2021;06;2021-02-08;7;2021-02-14;podkarpackie;1792;63
2021;06;2021-02-08;7;2021-02-14;podlaskie;1541;58
2021;06;2021-02-08;7;2021-02-14;pomorskie;3785;177
2021;06;2021-02-08;7;2021-02-14;warmińsko-mazurskie;2920;70
2021;06;2021-02-08;7;2021-02-14;wielkopolskie;3087;158
2021;06;2021-02-08;7;2021-02-14;zachodniopomorskie;1802;87
2021;06;2021-02-08;7;2021-02-14;łódzkie;1844;107
2021;06;2021-02-08;7;2021-02-14;śląskie;3397;126
2021;06;2021-02-08;7;2021-02-14;świętokrzyskie;765;48
2021;07;2021-02-15;7;2021-02-21;Polska;49813;1362
2021;07;2021-02-15;7;2021-02-21;dolnośląskie;2922;71
2021;07;2021-02-15;7;2021-02-21;kujawsko-pomorskie;3520;97
2021;07;2021-02-15;7;2021-02-21;lubelskie;1931;97
2021;07;2021-02-15;7;2021-02-21;lubuskie;1724;53
2021;07;2021-02-15;7;2021-02-21;mazowieckie;8489;208
2021;07;2021-02-15;7;2021-02-21;małopolskie;2702;82
2021;07;2021-02-15;7;2021-02-21;opolskie;730;30
2021;07;2021-02-15;7;2021-02-21;podkarpackie;2576;66
2021;07;2021-02-15;7;2021-02-21;podlaskie;1684;66
2021;07;2021-02-15;7;2021-02-21;pomorskie;4531;116
2021;07;2021-02-15;7;2021-02-21;warmińsko-mazurskie;4157;57
2021;07;2021-02-15;7;2021-02-21;wielkopolskie;3916;113
2021;07;2021-02-15;7;2021-02-21;zachodniopomorskie;2163;57
2021;07;2021-02-15;7;2021-02-21;łódzkie;2424;87
2021;07;2021-02-15;7;2021-02-21;śląskie;4394;131
2021;07;2021-02-15;7;2021-02-21;świętokrzyskie;915;31
2021;08;2021-02-22;7;2021-02-28;Polska;68226;1598
2021;08;2021-02-22;7;2021-02-28;dolnośląskie;4408;97
2021;08;2021-02-22;7;2021-02-28;kujawsko-pomorskie;4201;96
2021;08;2021-02-22;7;2021-02-28;lubelskie;2452;120
2021;08;2021-02-22;7;2021-02-28;lubuskie;2434;45
2021;08;2021-02-22;7;2021-02-28;mazowieckie;12111;240
2021;08;2021-02-22;7;2021-02-28;małopolskie;4024;84
2021;08;2021-02-22;7;2021-02-28;opolskie;861;32
2021;08;2021-02-22;7;2021-02-28;podkarpackie;3947;104
2021;08;2021-02-22;7;2021-02-28;podlaskie;2020;81
2021;08;2021-02-22;7;2021-02-28;pomorskie;6328;138
2021;08;2021-02-22;7;2021-02-28;warmińsko-mazurskie;5159;76
2021;08;2021-02-22;7;2021-02-28;wielkopolskie;5167;114
2021;08;2021-02-22;7;2021-02-28;zachodniopomorskie;2452;89
2021;08;2021-02-22;7;2021-02-28;łódzkie;3279;80
2021;08;2021-02-22;7;2021-02-28;śląskie;6756;156
2021;08;2021-02-22;7;2021-02-28;świętokrzyskie;1386;46
2021;09;2021-03-01;7;2021-03-07;Polska;87931;1472
2021;09;2021-03-01;7;2021-03-07;dolnośląskie;5977;88
2021;09;2021-03-01;7;2021-03-07;kujawsko-pomorskie;5376;101
2021;09;2021-03-01;7;2021-03-07;lubelskie;2730;81
2021;09;2021-03-01;7;2021-03-07;lubuskie;2874;56
2021;09;2021-03-01;7;2021-03-07;mazowieckie;15864;221
2021;09;2021-03-01;7;2021-03-07;małopolskie;6102;72
2021;09;2021-03-01;7;2021-03-07;opolskie;1313;22
2021;09;2021-03-01;7;2021-03-07;podkarpackie;4993;105
2021;09;2021-03-01;7;2021-03-07;podlaskie;2416;74
2021;09;2021-03-01;7;2021-03-07;pomorskie;7698;102
2021;09;2021-03-01;7;2021-03-07;warmińsko-mazurskie;6002;73
2021;09;2021-03-01;7;2021-03-07;wielkopolskie;6437;133
2021;09;2021-03-01;7;2021-03-07;zachodniopomorskie;2792;54
2021;09;2021-03-01;7;2021-03-07;łódzkie;4397;78
2021;09;2021-03-01;7;2021-03-07;śląskie;9733;176
2021;09;2021-03-01;7;2021-03-07;świętokrzyskie;1836;36
2021;10;2021-03-08;7;2021-03-14;Polska;111512;1891
2021;10;2021-03-08;7;2021-03-14;dolnośląskie;8036;135
2021;10;2021-03-08;7;2021-03-14;kujawsko-pomorskie;6348;140
2021;10;2021-03-08;7;2021-03-14;lubelskie;3574;109
2021;10;2021-03-08;7;2021-03-14;lubuskie;3514;68
2021;10;2021-03-08;7;2021-03-14;mazowieckie;19807;333
2021;10;2021-03-08;7;2021-03-14;małopolskie;8587;85
2021;10;2021-03-08;7;2021-03-14;opolskie;1783;30
2021;10;2021-03-08;7;2021-03-14;podkarpackie;6109;115
2021;10;2021-03-08;7;2021-03-14;podlaskie;2532;66
2021;10;2021-03-08;7;2021-03-14;pomorskie;8577;122
2021;10;2021-03-08;7;2021-03-14;warmińsko-mazurskie;6151;110
2021;10;2021-03-08;7;2021-03-14;wielkopolskie;9106;139
2021;10;2021-03-08;7;2021-03-14;zachodniopomorskie;3329;58
2021;10;2021-03-08;7;2021-03-14;łódzkie;5781;96
2021;10;2021-03-08;7;2021-03-14;śląskie;13945;228
2021;10;2021-03-08;7;2021-03-14;świętokrzyskie;2461;57
2021;11;2021-03-15;7;2021-03-21;Polska;151874;2117
2021;11;2021-03-15;7;2021-03-21;dolnośląskie;11981;94
2021;11;2021-03-15;7;2021-03-21;kujawsko-pomorskie;8788;150
2021;11;2021-03-15;7;2021-03-21;lubelskie;4676;107
2021;11;2021-03-15;7;2021-03-21;lubuskie;4275;71
2021;11;2021-03-15;7;2021-03-21;mazowieckie;25445;282
2021;11;2021-03-15;7;2021-03-21;małopolskie;11752;164
2021;11;2021-03-15;7;2021-03-21;opolskie;2963;40
2021;11;2021-03-15;7;2021-03-21;podkarpackie;8063;168
2021;11;2021-03-15;7;2021-03-21;podlaskie;2949;72
2021;11;2021-03-15;7;2021-03-21;pomorskie;10232;120
2021;11;2021-03-15;7;2021-03-21;warmińsko-mazurskie;5956;124
2021;11;2021-03-15;7;2021-03-21;wielkopolskie;13938;179
2021;11;2021-03-15;7;2021-03-21;zachodniopomorskie;4842;66
2021;11;2021-03-15;7;2021-03-21;łódzkie;8228;117
2021;11;2021-03-15;7;2021-03-21;śląskie;21758;280
